Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
63343910,12/09/2024 12:59:44 PM,08/03/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10467,2230 CRUGER AVENUE,CRUGER AVENUE,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",08/03/2025 12:00:00 AM,11 BRONX,2043440019,BRONX,1021164,252074,UNKNOWN,Unspecified,BRONX,,,,,,,,40.858482526672134,-73.86655414779598,"(40.858482526672134, -73.86655414779598)"
63343900,12/09/2024 12:59:44 PM,03/05/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10465,1110 STADIUM AVENUE,STADIUM AVENUE,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",03/05/2025 12:00:00 AM,10 BRONX,2054090041,BRONX,1034810,243905,UNKNOWN,Unspecified,BRONX,,,,,,,,40.835993472724006,-73.8172849355178,"(40.835993472724006, -73.8172849355178)"
63346532,12/09/2024 12:42:24 PM,01/17/2025 08:53:23 PM,HPD,Department of Housing Preservation and Development,ELEVATOR,MAINTENANCE,RESIDENTIAL BUILDING,10455,764 EAST  152 STREET,EAST  152 STREET,,,,,ADDRESS,BRONX,,,Closed,,HPD conducted an inspection of this complaint. The conditions observed by the inspector did not violate the housing laws enforced by HPD. The complaint has been closed.,01/17/2025 12:00:00 AM,01 BRONX,2026430040,BRONX,1010120,236477,ONLINE,Unspecified,BRONX,,,,,,,,40.81571257725046,-73.906538850551,"(40.81571257725046, -73.906538850551)"
63341452,12/09/2024 12:31:53 PM,05/06/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10075,435 EAST   77 STREET,EAST   77 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,05/06/2025 12:00:00 AM,08 MANHATTAN,1014720014,MANHATTAN,997335,220052,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.770658585337344,-73.9527595044945,"(40.770658585337344, -73.9527595044945)"
63341467,12/09/2024 12:25:52 PM,12/10/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10027,225 WEST  123 STREET,WEST  123 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",12/10/2024 12:00:00 AM,10 MANHATTAN,1019290017,MANHATTAN,998026,233686,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.80807919847091,-73.9502368396467,"(40.80807919847091, -73.9502368396467)"
63347656,12/09/2024 12:22:52 PM,12/09/2024 12:22:52 PM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10452,1565 TOWNSEND AVENUE,TOWNSEND AVENUE,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",12/09/2024 12:00:00 AM,04 BRONX,2028460041,BRONX,1007972,246572,UNKNOWN,Unspecified,BRONX,,,,,,,,40.84342647770325,-73.91426327900784,"(40.84342647770325, -73.91426327900784)"
63347655,12/09/2024 12:13:50 PM,12/10/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10027,225 WEST  123 STREET,WEST  123 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",12/10/2024 12:00:00 AM,10 MANHATTAN,1019290017,MANHATTAN,998026,233686,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.80807919847091,-73.9502368396467,"(40.80807919847091, -73.9502368396467)"
63345203,12/09/2024 12:13:50 PM,12/10/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10462,2090 EAST TREMONT AVENUE,EAST TREMONT AVENUE,,,,,ADDRESS,BRONX,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,12/10/2024 12:00:00 AM,09 BRONX,2039447501,BRONX,1023555,246050,UNKNOWN,Unspecified,BRONX,,,,,,,,40.84193813019371,-73.85794589986945,"(40.84193813019371, -73.85794589986945)"
63346313,12/09/2024 12:10:49 PM,12/10/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10456,1189 TINTON AVENUE,TINTON AVENUE,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",12/10/2024 12:00:00 AM,03 BRONX,2026620019,BRONX,1011707,241069,UNKNOWN,Unspecified,BRONX,,,,,,,,40.82831152032089,-73.90078667404259,"(40.82831152032089, -73.90078667404259)"
63341461,12/09/2024 12:10:49 PM,12/10/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10462,1480 PARKCHESTER ROAD,PARKCHESTER ROAD,,,,,ADDRESS,BRONX,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,12/10/2024 12:00:00 AM,09 BRONX,2039387501,BRONX,1023121,244208,UNKNOWN,Unspecified,BRONX,,,,,,,,40.83688430355267,-73.85952511341702,"(40.83688430355267, -73.85952511341702)"
63343911,12/09/2024 12:01:48 PM,02/26/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10457,2065 RYER AVENUE,RYER AVENUE,,,,,ADDRESS,BRONX,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,02/26/2025 12:00:00 AM,05 BRONX,2031560063,BRONX,1011606,249763,UNKNOWN,Unspecified,BRONX,,,,,,,,40.85217431615562,-73.90111616521617,"(40.85217431615562, -73.90111616521617)"
63348686,12/09/2024 11:41:40 AM,04/01/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11217,246 ASHLAND PLACE,ASHLAND PLACE,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,04/01/2025 12:00:00 AM,02 BROOKLYN,3021077501,BROOKLYN,990254,189864,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.68780755607893,-73.97835082118328,"(40.68780755607893, -73.97835082118328)"
63343894,12/09/2024 11:35:40 AM,12/09/2024 11:35:40 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11207,12091 FLATLANDS AVENUE,FLATLANDS AVENUE,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,12/09/2024 12:00:00 AM,05 BROOKLYN,3044110024,BROOKLYN,1015494,176942,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.65228647361426,-73.88740056855416,"(40.65228647361426, -73.88740056855416)"
63345253,12/09/2024 11:17:35 AM,12/10/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11230,1555 EAST   19 STREET,EAST   19 STREET,,,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",12/10/2024 12:00:00 AM,14 BROOKLYN,3067660077,BROOKLYN,996733,162304,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.61215458834643,-73.95503989939718,"(40.61215458834643, -73.95503989939718)"
63342757,12/09/2024 11:17:34 AM,12/09/2024 11:17:34 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10452,1565 TOWNSEND AVENUE,TOWNSEND AVENUE,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",12/09/2024 12:00:00 AM,04 BRONX,2028460041,BRONX,1007972,246572,UNKNOWN,Unspecified,BRONX,,,,,,,,40.84342647770325,-73.91426327900784,"(40.84342647770325, -73.91426327900784)"
63345132,12/09/2024 11:11:34 AM,04/17/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10027,301 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,,,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",04/17/2025 12:00:00 AM,09 MANHATTAN,1019520011,MANHATTAN,997392,234703,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.81087154694672,-73.95252505166603,"(40.81087154694672, -73.95252505166603)"
63341451,12/09/2024 11:11:33 AM,12/09/2024 11:11:33 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11210,3620 BEDFORD AVENUE,BEDFORD AVENUE,,,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",12/09/2024 12:00:00 AM,14 BROOKLYN,3067710006,BROOKLYN,998328,162943,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.61390612071512,-73.94929384671877,"(40.61390612071512, -73.94929384671877)"
63349950,12/09/2024 11:08:32 AM,02/28/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10301,150 VICTORY BOULEVARD,VICTORY BOULEVARD,,,,,ADDRESS,STATEN ISLAND,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,02/28/2025 12:00:00 AM,01 STATEN ISLAND,5005690103,STATEN ISLAND,961716,171344,UNKNOWN,Unspecified,STATEN ISLAND,,,,,,,,40.63694762356841,-74.08119101347353,"(40.63694762356841, -74.08119101347353)"
63346386,12/09/2024 11:05:09 AM,12/10/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11226,116 LENOX ROAD,LENOX ROAD,,,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",12/10/2024 12:00:00 AM,17 BROOKLYN,3050840024,BROOKLYN,996645,177483,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.65381784344286,-73.95532896987159,"(40.65381784344286, -73.95532896987159)"
63350134,12/09/2024 11:02:08 AM,12/10/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10460,1700 BRYANT AVENUE,BRYANT AVENUE,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",12/10/2024 12:00:00 AM,03 BRONX,2030020020,BRONX,1015875,243675,UNKNOWN,Unspecified,BRONX,,,,,,,,40.835450294928265,-73.88571372256203,"(40.835450294928265, -73.88571372256203)"
63343895,12/09/2024 10:50:05 AM,05/28/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11226,25 TENNIS COURT,TENNIS COURT,,,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",05/28/2025 12:00:00 AM,14 BROOKLYN,3050990021,BROOKLYN,994862,175559,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.648539198578376,-73.96175784905559,"(40.648539198578376, -73.96175784905559)"
63342756,12/09/2024 10:28:29 AM,12/10/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10025,120 WEST   97 STREET,WEST   97 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",12/10/2024 12:00:00 AM,07 MANHATTAN,1018510008,MANHATTAN,993141,228521,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.793908953480674,-73.96788980334472,"(40.793908953480674, -73.96788980334472)"
63343980,12/09/2024 10:19:27 AM,12/09/2024 10:19:27 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10458,499 EAST  188 STREET,EAST  188 STREET,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,12/09/2024 12:00:00 AM,06 BRONX,2030580041,BRONX,1014677,251927,UNKNOWN,Unspecified,BRONX,,,,,,,,40.858103796763906,-73.89000559896476,"(40.858103796763906, -73.89000559896476)"
63345254,12/09/2024 10:10:03 AM,12/09/2024 10:10:03 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10461,1819 WILLIAMSBRIDGE ROAD,WILLIAMSBRIDGE ROAD,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,12/09/2024 12:00:00 AM,11 BRONX,2041320026,BRONX,1025249,249298,UNKNOWN,Unspecified,BRONX,,,,,,,,40.85084521950213,-73.85180368452308,"(40.85084521950213, -73.85180368452308)"
63347657,12/09/2024 10:04:01 AM,12/09/2024 10:04:01 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10467,655 BURKE AVENUE,BURKE AVENUE,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,12/09/2024 12:00:00 AM,12 BRONX,2045940001,BRONX,1020428,256812,UNKNOWN,Unspecified,BRONX,,,,,,,,40.871489932698715,-73.86918924081932,"(40.871489932698715, -73.86918924081932)"
63345204,12/09/2024 09:58:00 AM,12/09/2024 09:58:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11229,1833 EAST   12 STREET,EAST   12 STREET,,,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",12/09/2024 12:00:00 AM,15 BROOKLYN,3068180082,BROOKLYN,995176,159544,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.60458101134026,-73.96065222067007,"(40.60458101134026, -73.96065222067007)"
63348689,12/09/2024 09:51:38 AM,02/04/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11432,87-15 165 STREET,165 STREET,,,,,ADDRESS,JAMAICA,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",02/04/2025 12:00:00 AM,08 QUEENS,4098370044,QUEENS,1040137,198092,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.71021702880862,-73.79841514502967,"(40.71021702880862, -73.79841514502967)"
63350211,12/09/2024 09:42:35 AM,12/10/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10460,1125 WYATT STREET,WYATT STREET,,,,,ADDRESS,BRONX,,,Closed,,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,12/10/2024 12:00:00 AM,06 BRONX,2039060091,BRONX,1018289,245048,UNKNOWN,Unspecified,BRONX,,,,,,,,40.83920980381351,-73.87698306368515,"(40.83920980381351, -73.87698306368515)"
63345142,12/09/2024 09:30:32 AM,12/09/2024 09:30:32 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10025,160 WEST   97 STREET,WEST   97 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",12/09/2024 12:00:00 AM,07 MANHATTAN,1018510008,MANHATTAN,992811,228700,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.79440058588625,-73.96908138306159,"(40.79440058588625, -73.96908138306159)"
63341453,12/09/2024 09:03:19 AM,12/10/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10460,1825 BOSTON ROAD,BOSTON ROAD,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",12/10/2024 12:00:00 AM,03 BRONX,2029847503,BRONX,1016013,244924,UNKNOWN,Unspecified,BRONX,,,,,,,,40.838877939751406,-73.88520910453818,"(40.838877939751406, -73.88520910453818)"
63348888,12/09/2024 08:22:14 AM,04/04/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11233,21 TRUXTON STREET,TRUXTON STREET,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,04/04/2025 12:00:00 AM,16 BROOKLYN,3015420044,BROOKLYN,1009589,186419,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.67831758601989,-73.90864580709884,"(40.67831758601989, -73.90864580709884)"
63343979,12/09/2024 08:19:14 AM,03/26/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11226,120 EAST   19 STREET,EAST   19 STREET,,,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",03/26/2025 12:00:00 AM,14 BROOKLYN,3051220012,BROOKLYN,994919,174794,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.64643937078732,-73.96155364982612,"(40.64643937078732, -73.96155364982612)"
63342849,12/09/2024 08:09:51 AM,03/01/2025 05:47:15 PM,HPD,Department of Housing Preservation and Development,ELEVATOR,MAINTENANCE,RESIDENTIAL BUILDING,10459,1016 BRYANT AVENUE,BRYANT AVENUE,,,,,ADDRESS,BRONX,,,Closed,,HPD conducted an inspection of this complaint. The conditions observed by the inspector did not violate the housing laws enforced by HPD. The complaint has been closed.,03/01/2025 12:00:00 AM,02 BRONX,2027560006,BRONX,1015087,239417,PHONE,Unspecified,BRONX,,,,,,,,40.823766100184706,-73.88858096230013,"(40.823766100184706, -73.88858096230013)"
63346314,12/09/2024 07:33:43 AM,12/13/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10459,1016 BRYANT AVENUE,BRYANT AVENUE,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",12/13/2024 12:00:00 AM,02 BRONX,2027560006,BRONX,1015087,239417,UNKNOWN,Unspecified,BRONX,,,,,,,,40.823766100184706,-73.88858096230013,"(40.823766100184706, -73.88858096230013)"
63343930,12/09/2024 06:56:56 AM,12/10/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10474,710 HUNTS POINT AVENUE,HUNTS POINT AVENUE,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",12/10/2024 12:00:00 AM,02 BRONX,2027630248,BRONX,1015724,236225,UNKNOWN,Unspecified,BRONX,,,,,,,,40.815002719791444,-73.88629435215104,"(40.815002719791444, -73.88629435215104)"
63348690,12/09/2024 05:29:10 AM,01/10/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11691,22-04 COLLIER AVENUE,COLLIER AVENUE,,,,,ADDRESS,FAR ROCKAWAY,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",01/10/2025 12:00:00 AM,14 QUEENS,4157710071,QUEENS,1051629,157514,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.59875967880786,-73.7573690117753,"(40.59875967880786, -73.7573690117753)"
63343978,12/09/2024 05:10:47 AM,12/09/2024 05:10:47 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11210,3620 BEDFORD AVENUE,BEDFORD AVENUE,,,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",12/09/2024 12:00:00 AM,14 BROOKLYN,3067710006,BROOKLYN,998328,162943,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.61390612071512,-73.94929384671877,"(40.61390612071512, -73.94929384671877)"
63347616,12/09/2024 03:58:36 AM,03/07/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10040,82 WADSWORTH TERRACE,WADSWORTH TERRACE,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,03/07/2025 12:00:00 AM,12 MANHATTAN,1021700353,MANHATTAN,1003476,251517,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.85700996830241,-73.93049866103757,"(40.85700996830241, -73.93049866103757)"
63350207,12/09/2024 02:43:24 AM,12/10/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10036,255 WEST   43 STREET,WEST   43 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",12/10/2024 12:00:00 AM,05 MANHATTAN,1010150001,MANHATTAN,987582,215203,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.7573583875063,-73.9879729542043,"(40.7573583875063, -73.9879729542043)"
63348885,12/09/2024 01:49:14 AM,03/13/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11210,723 EAST   27 STREET,EAST   27 STREET,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,03/13/2025 12:00:00 AM,14 BROOKLYN,3075550031,BROOKLYN,997860,169927,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.633076468003175,-73.95096540810518,"(40.633076468003175, -73.95096540810518)"
63350208,12/08/2024 10:57:36 PM,12/23/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11226,45 LENOX ROAD,LENOX ROAD,,,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",12/23/2024 12:00:00 AM,14 BROOKLYN,3050640097,BROOKLYN,995924,177431,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.65367609466097,-73.95792751148433,"(40.65367609466097, -73.95792751148433)"
63342730,12/08/2024 10:45:35 PM,12/27/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10002,555 FDR,FDR,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Buildings reviewed this complaint and referred it to the New York City Housing Authority for further action.,12/27/2024 12:00:00 AM,03 MANHATTAN,1003230001,MANHATTAN,990958,200400,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.7167258987153,-73.9758018486513,"(40.7167258987153, -73.9758018486513)"
63340603,12/08/2024 10:36:08 PM,12/27/2024 10:37:44 AM,HPD,Department of Housing Preservation and Development,ELEVATOR,MAINTENANCE,RESIDENTIAL BUILDING,11207,494 SHEFFIELD AVENUE,SHEFFIELD AVENUE,,,,,ADDRESS,BROOKLYN,,,Closed,,HPD conducted an inspection of this complaint. The conditions observed by the inspector did not violate the housing laws enforced by HPD. The complaint has been closed.,12/27/2024 12:00:00 AM,05 BROOKLYN,3038047501,BROOKLYN,1013349,181551,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.66494446461346,-73.89511098096119,"(40.66494446461346, -73.89511098096119)"
63342758,12/08/2024 10:24:18 PM,01/09/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10462,1945 MCGRAW AVENUE,MCGRAW AVENUE,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",01/09/2025 12:00:00 AM,09 BRONX,2039387501,BRONX,1022974,243415,UNKNOWN,Unspecified,BRONX,,,,,,,,40.8347083964529,-73.86006093014907,"(40.8347083964529, -73.86006093014907)"
63343919,12/08/2024 10:11:51 PM,01/09/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10024,175 WEST   87 STREET,WEST   87 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,01/09/2025 12:00:00 AM,07 MANHATTAN,1012180001,MANHATTAN,991559,226361,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.78798178518925,-73.97360560880402,"(40.78798178518925, -73.97360560880402)"
63341459,12/08/2024 09:53:33 PM,01/09/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11368,98-25 HORACE HARDING EXPRESSWAY,HORACE HARDING EXPRESSWAY,,,,,ADDRESS,CORONA,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,01/09/2025 12:00:00 AM,04 QUEENS,4019180090,QUEENS,1023100,207338,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.73568623904254,-73.85981424001832,"(40.73568623904254, -73.85981424001832)"
63342709,12/08/2024 09:50:33 PM,02/14/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11365,193-04 HORACE HARDING EXPRESSWAY,HORACE HARDING EXPRESSWAY,,,,,ADDRESS,FRESH MEADOWS,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,02/14/2025 12:00:00 AM,08 QUEENS,4071170189,QUEENS,1044428,209548,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.741632722835185,-73.78283509281182,"(40.741632722835185, -73.78283509281182)"
